"","Intercept","frau","sigma","r.squared","F","numdf","dendf",".row",".index"
"1",181.361391884403,-0.0463545703311703,5.7358010797899,0.00171196722120997,0.0823153477953066,1,48,1,1
"2",181.571557517372,-0.0476637525064904,5.73551934414587,0.00181003422545958,0.0870391867289954,1,48,1,2
"3",190.394692908707,-0.102625600557568,5.71658078088912,0.00839115509856436,0.406183795961526,1,48,1,3
"4",170.222613337091,0.0230320849606857,5.73950387054085,0.0004226460681207,0.0202955891207357,1,48,1,4
"5",149.236619586889,0.153759875994264,5.68639308120495,0.0188363332548462,0.921501709528202,1,48,1,5
"6",152.264278432739,0.134899718232258,5.69894840391919,0.0144988117268136,0.706181759259467,1,48,1,6
"7",155.862568815376,0.112484932503327,5.71170807072497,0.0100808935640703,0.488810538082782,1,48,1,7
"8",166.668903543266,0.0451691653797006,5.73604939860118,0.00162552800891067,0.0781523833157551,1,48,1,8
"9",192.00978395479,-0.112686467213952,5.71160376367221,0.0101170489839052,0.490581589195946,1,48,1,9
"10",212.225170384109,-0.238613923604697,5.60899790055844,0.0453630126643535,2.28089277576189,1,48,1,10
"11",193.508965469963,-0.122025300064555,5.70656326276389,0.0118634251318229,0.57628107370023,1,48,1,11
"12",183.145889167969,-0.0574707171652346,5.73315881701623,0.00263150111621125,0.126645320881402,1,48,1,12
"13",193.198175079392,-0.12008929733257,5.70764152377853,0.011489971002781,0.557929198445229,1,48,1,13
"14",151.179059527958,0.141659858919355,5.69463989955367,0.0159883606163195,0.779910804778703,1,48,1,14
"15",225.350969461302,-0.320378301281379,5.50097909609432,0.0817780054416244,4.27494035697314,1,48,1,15
"16",164.293395025171,0.0599668911795076,5.7324875023458,0.00286505784355631,0.137917919307181,1,48,1,16
"17",148.704199983369,0.157076470838403,5.68401245677489,0.019657695134231,0.962489695446006,1,48,1,17
"18",196.086997234373,-0.138084601415124,5.69694519868346,0.0151915059002433,0.740440692358422,1,48,1,18
"19",194.59927929918,-0.128817178501356,5.70264243106494,0.0132208047159407,0.643100938282829,1,48,1,19
"20",184.483306832312,-0.0658018764627141,5.7308065873204,0.00344974411384295,0.166160930155215,1,48,1,20
"21",161.45170092122,0.0776686210772936,5.72690502151174,0.00480619641187332,0.231811559656169,1,48,1,21
"22",165.505987040842,0.052413306749793,5.73443124501521,0.00218873632467554,0.105289795183762,1,48,1,22
"23",157.589748199041,0.101725835353441,5.71700302843232,0.00824466198383809,0.399033672978102,1,48,1,23
"24",150.86444794406,0.14361966496362,5.69335082150709,0.016433805545133,0.802002621291374,1,48,1,24
"25",133.165954185924,0.253868673000252,5.59138602212551,0.0513485933672684,2.59814349548854,1,48,1,25
"26",224.90261611097,-0.317585379307368,5.50522978802065,0.0803584084079232,4.19424658350081,1,48,1,26
"27",184.325364174809,-0.0648180062218682,5.73110098395101,0.00334735413828914,0.161212634416838,1,48,1,27
"28",130.098809675697,0.27297479832247,5.56770130667109,0.0593684120573407,3.02954293187746,1,48,1,28
"29",165.669024622781,0.0513976987592436,5.73467261465613,0.00210473621907244,0.10124042290039,1,48,1,29
"30",157.582105812388,0.101773441978,5.71698078123476,0.00825238062029625,0.399410356056083,1,48,1,30
"31",220.825402831388,-0.292187245106197,5.54203907761536,0.0680194056343384,3.50321829680421,1,48,1,31
"32",144.835878605646,0.181173357301682,5.66515526034012,0.0261516436515738,1.28898805146869,1,48,1,32
"33",187.41034092056,-0.0840352136680528,5.72454449143115,0.00562643029181147,0.271596774325172,1,48,1,33
"34",139.286232164178,0.215743701167505,5.63326718717874,0.037084000238358,1.84858493563489,1,48,1,34
"35",136.029301718726,0.236032057666221,5.61186550895654,0.0443866440251045,2.22951981560729,1,48,1,35
"36",123.569664011487,0.313646724569017,5.511155499438,0.0783775779001463,4.08206620085835,1,48,1,36
"37",140.511561490938,0.208110772363529,5.64080195565148,0.0345063837090584,1.71550219503025,1,48,1,37
"38",187.597579393568,-0.0852015759696997,5.72409178452723,0.0057836976450668,0.279232483218825,1,48,1,38
"39",191.553788217805,-0.109845938615383,5.7130565165939,0.0096134292321736,0.465923727930382,1,48,1,39
"40",209.310873606951,-0.220459930773622,5.62847072057671,0.0387230590723143,1.93358100702731,1,48,1,40
"41",158.090324524838,0.0986076014449556,5.71843736760683,0.00774695646469777,0.37475713753481,1,48,1,41
"42",163.00055794964,0.0680203451670709,5.73012643812202,0.00368627718315081,0.177595972773493,1,48,1,42
"43",183.135699319098,-0.0574072416658258,5.73317551487792,0.00262569142349978,0.126364983782137,1,48,1,43
"44",167.849652281214,0.0378139418856412,5.73744619284431,0.00113923738993217,0.0547457631370505,1,48,1,44
"45",145.082982440773,0.179634076441005,5.66644216043363,0.0257091534364747,1.26660264673884,1,48,1,45
"46",235.566292954664,-0.384012489439265,5.39294459482365,0.117490032533311,6.39032052837615,1,48,1,46
"47",169.343738871951,0.0285068467847446,5.73885841945199,0.000647453657219484,0.031097910002098,1,48,1,47
"48",190.040595660434,-0.100419826953096,5.7176092502701,0.00803432253953384,0.388770993453041,1,48,1,48
"49",133.457638609861,0.25205168682966,5.59354398083964,0.0506162005030749,2.55911005163035,1,48,1,49
"50",211.757711067144,-0.235701985069293,5.61222975762038,0.0442625882422524,2.22299996786842,1,48,1,50
"51",134.854921636322,0.24334760897315,5.60365538254412,0.0471807121759218,2.37681395977616,1,48,1,51
"52",218.623121744104,-0.27846860279635,5.56055322155049,0.0617821186023039,3.16082410249175,1,48,1,52
"53",203.269566957448,-0.182826894061297,5.66376027442717,0.0266311847822795,1.31327082762918,1,48,1,53
"54",218.312331353533,-0.276532600064364,5.56308949153624,0.0609260467542623,3.11418523972128,1,48,1,54
"55",188.919712284604,-0.0934375220180644,5.72071639331581,0.00695589391603115,0.336221629959771,1,48,1,55
"56",162.823509325503,0.0691232319693081,5.72977988647415,0.00380678542158838,0.183423955877446,1,48,1,56
"57",207.201574890616,-0.207320502395882,5.6415659972948,0.0342448154803303,1.70203708911322,1,48,1,57
"58",220.099376099316,-0.287664615773281,5.54824788075435,0.0659300211001057,3.38801276595169,1,48,1,58
"59",154.790087221684,0.119165728816163,5.70814976138021,0.0113139191844147,0.549282660481999,1,48,1,59
"60",141.441385200433,0.202318633042425,5.64633209924405,0.03261234961073,1.6181649421358,1,48,1,60
"61",180.976725089516,-0.0439583702284667,5.73629638495919,0.00153954890851233,0.074012293153733,1,48,1,61
"62",191.867126070594,-0.111797810222223,5.71206228254455,0.00995811000577286,0.4827970261742,1,48,1,62
"63",139.470923174968,0.214593207740709,5.63442090750546,0.0366895401542067,1.82817274472846,1,48,1,63
"64",209.793617697223,-0.223467082558139,5.6253560700897,0.0397866564251649,1.98889082430156,1,48,1,64
"65",177.89811699931,-0.0247808349694152,5.73931261302663,0.000489262799810861,0.0234961101635646,1,48,1,65
"66",164.774865384335,0.0569676738324158,5.7332906398983,0.00258563547539622,0.124432239231057,1,48,1,66
